grid_id,date,ndvi_mean,ndvi_std,ndbi_mean,ndbi_std,bu_mean,bu_std,ndwi_mean,ndwi_std,built_frac,ndvi_contrast,ndvi_homogeneity,ndvi_entropy,ndbi_contrast,ndbi_homogeneity,ndbi_entropy,DoU_cluster,DoU_label
56,2018-08-19,0.3232965119614251,0.2278463320469944,-0.0247593766387403,0.1926185723965244,0.316193144522059,0.1103358978100955,0.0247593766387403,0.1926185723965244,0.4383417508417508,287.25531914893605,0.1372541879380627,11.789771703092027,363.0945626477542,0.1076295714037204,12.246210062652604,0,urban
57,2018-08-19,0.3592251400595456,0.1622592584792284,-0.0831152985367857,0.1749592950331235,0.2930134658722914,0.0444918574993673,0.0831152985367857,0.1749592950331235,0.2927188552188552,341.19750698474104,0.1315875712599212,11.355748150568484,270.9273586933161,0.1392823982233987,11.555641065678724,0,urban
58,2018-08-19,0.3428697802912551,0.0879623690135458,-0.0716788008858837,0.0637614715724916,0.2801390905545863,0.0478505064731517,0.0716788008858837,0.0637614715724916,0.1483585858585858,147.77240490006446,0.1634492764236847,11.178823682515,195.87792821835376,0.1715462594390909,11.25447027304978,0,urban
59,2018-08-19,0.4312185254169322,0.0500023984742788,-0.1197402013554411,0.0412585685028009,0.3293116062313334,0.0289283403486753,0.1197402013554411,0.0412585685028009,0.0063131313131313,111.3793251665592,0.1720741700104019,10.678443136007806,190.87491940683432,0.160111689827992,11.21560272963089,2,semi
60,2018-08-19,0.4216874514610527,0.0939027197906337,-0.0936185882781784,0.0774292895258245,0.3445085597269358,0.0498452161876464,0.0936185882781784,0.0774292895258245,0.0883838383838383,217.76488287126585,0.1615870758045597,11.021231861642226,234.6694605630776,0.1433178579123009,11.541476336731485,0,urban
61,2018-08-19,0.3005562210432249,0.2360867051929894,-0.1318265826846608,0.1056626160939659,0.1867302957243526,0.2385793782421129,0.1318265826846608,0.1056626160939659,0.1079545454545454,177.52503761014398,0.2060425698505607,10.710869276301896,186.3406404470234,0.1825709551350068,11.35670727277627,0,urban
62,2018-08-19,0.5104053835525039,0.0527441283156702,-0.135665807471314,0.0557555381144063,0.4040540755174382,0.0258562593881497,0.135665807471314,0.0557555381144063,0.0004208754208754,139.00408338706214,0.1654671903150033,10.55975065325216,235.65334192993765,0.1451983598686279,11.641553558304064,2,semi
63,2018-08-19,0.54427182256713,0.056042452816092,-0.1797754417447172,0.0555688454824458,0.4054435322771282,0.0393535847330201,0.1797754417447172,0.0555688454824458,0.0003930817610062,276.2525090325171,0.1413438862643731,10.685282387397216,656.8803693295864,0.0904442348659499,11.62652774861604,0,urban
0,2016-11-27,0.0546124839044875,0.0170743782403173,-0.1160369310948415,0.0261425408107023,-0.0618170714498668,0.034480546183031,0.1160369310948415,0.0261425408107023,0.0,86.09101112131414,0.2629923170417906,10.186455034319064,85.1674318947046,0.2701210071676639,10.832368238091393,2,semi
1,2016-11-27,0.0719981503326827,0.0310180492819151,-0.1629572988197568,0.0385512098767287,-0.0920252212309446,0.0489535416885697,0.1629572988197568,0.0385512098767287,0.0,108.99857157432916,0.2041704305467,11.251340419975774,121.81777369656156,0.2055801814101934,11.328028602385531,2,semi
2,2016-11-27,0.0578959207951539,0.0211180187450933,-0.141207145980366,0.0243032647920515,-0.0839632866261039,0.0361708225875052,0.141207145980366,0.0243032647920515,0.0006060606060606,91.16222834404653,0.2606297391278566,10.66773412300537,63.04213855729008,0.2819686447443575,10.265646877106317,2,semi
3,2016-11-27,0.065466523277975,0.0359658109371605,-0.155145349133336,0.0437889088373947,-0.0906073378839554,0.060647393291493,0.155145349133336,0.0437889088373947,0.0027272727272727,65.25823895520865,0.28643134746813,10.1896331952962,44.330272421181505,0.330490883026984,9.8265023611729,2,semi
4,2016-11-27,0.0672814289344162,0.0242846001959468,-0.1411659363625652,0.0296490844702967,-0.0745629154237082,0.0412913546331729,0.1411659363625652,0.0296490844702967,0.0,60.26517702275278,0.2659596882637636,10.155924941142551,57.83307825732068,0.2701704296811755,10.43693181671025,2,semi
5,2016-11-27,0.0805580009473151,0.0420906571977967,-0.1484185589987629,0.0327632177733538,-0.0684898791768243,0.0546893643194948,0.1484185589987629,0.0327632177733538,0.0001010101010101,51.43669013365984,0.255681598507053,10.315742464383948,60.80695847362514,0.2446729314171521,10.668375758837188,2,semi
6,2016-11-27,0.0703132489835501,0.0179975491787386,-0.148357605410074,0.0221337838431154,-0.0788500534497853,0.0310113370960089,0.148357605410074,0.0221337838431154,0.0,118.02173247627796,0.2129247241465262,11.202836494031922,89.81828384858687,0.2456798687202945,10.811943489788105,2,semi
